,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
350,Bugama,NG,4.7341,6.8635,79.45,81,100,2.82,overcast clouds
351,Zemio,CF,5.0314,25.1361,81.05,33,6,5.57,clear sky
352,Ayagoz,KZ,47.9714,80.4392,30.54,88,100,7.52,overcast clouds
353,Dunda,TZ,-8.1167,34.25,88.65,31,22,3.13,few clouds
354,Ashtabula,US,41.7001,-80.7665,30.33,85,16,6.76,few clouds
355,Bitung,ID,1.4451,125.1824,83.25,76,45,0.74,scattered clouds
356,Tartagal,AR,-22.5164,-63.8013,68.23,99,100,2.1,light rain
357,Anadyr,RU,64.75,177.4833,-17.9,75,0,11.18,clear sky
358,Verkhnevilyuysk,RU,63.4453,120.3167,-17.57,95,8,3.69,clear sky
359,Madimba,TZ,-10.4,40.3333,83.52,69,75,20.71,broken clouds
360,Newport,GB,51.5877,-2.9984,47.44,86,96,5.39,overcast clouds
361,Pimenta Bueno,BR,-11.6725,-61.1936,72.1,97,100,1.81,overcast clouds
362,Katobu,ID,-4.9408,122.5276,86.97,62,79,6.69,broken clouds
363,Dzaoudzi,YT,-12.7887,45.2699,85.89,66,20,12.66,few clouds
364,Kiama,AU,-34.6833,150.8667,75.38,82,100,11.99,light rain
365,Hay River,CA,60.8156,-115.7999,-11.22,77,75,2.3,broken clouds
366,Bulgan,MN,48.8125,103.5347,28.58,50,100,1.88,overcast clouds
367,Levin,NZ,-40.6333,175.275,62.71,73,69,1.7,broken clouds
368,Fairbanks,US,64.8378,-147.7164,-7.4,65,30,3.15,scattered clouds
369,Staryy Nadym,RU,65.6118,72.6842,8.2,95,100,7.76,overcast clouds
370,Moshenskoye,RU,58.5102,34.5911,27.64,90,100,12.73,snow
371,Kaeo,NZ,-35.1,173.7833,65.32,82,100,3.0,light rain
372,Cabo San Lucas,MX,22.8909,-109.9124,73.51,76,90,4.0,overcast clouds
373,Barra Do Bugres,BR,-15.0725,-57.1811,72.39,97,100,3.4,heavy intensity rain
374,Kenai,US,60.5544,-151.2583,17.15,86,90,0.0,light snow
375,Ocampo,MX,21.65,-101.5,50.36,88,54,4.92,broken clouds
376,Katherine,AU,-14.4667,132.2667,97.12,44,40,8.05,scattered clouds
377,Plouzane,FR,48.3833,-4.6167,48.52,84,90,5.75,overcast clouds
378,Caucaia,BR,-3.7361,-38.6531,81.03,77,20,11.5,few clouds
379,Pontes E Lacerda,BR,-15.2261,-59.3353,72.64,93,100,1.7,overcast clouds
380,Puerto Escondido,MX,15.85,-97.0667,76.98,65,0,5.23,clear sky
381,Warri,NG,5.5167,5.75,79.14,84,23,0.49,few clouds
382,Alta Floresta,BR,-9.8756,-56.0861,70.75,98,90,2.48,overcast clouds
383,Green River,US,41.5286,-109.4662,31.15,71,100,3.0,overcast clouds
384,Buchanan,LR,5.8808,-10.0467,76.23,92,16,5.28,light rain
385,Olafsvik,IS,64.8945,-23.7142,33.19,62,20,12.59,few clouds
386,Buin,CL,-33.7333,-70.75,65.73,88,0,2.55,clear sky
387,Sobolevo,RU,54.4299,31.8996,27.43,93,100,12.59,overcast clouds
388,Methoni,GR,36.8197,21.7049,59.22,74,5,2.84,clear sky
389,Clarksburg,US,39.2807,-80.3445,27.34,96,5,3.58,clear sky
390,Cockburn Town,TC,21.4612,-71.1419,79.36,76,32,14.99,scattered clouds
391,Nizwa,OM,22.9333,57.5333,87.3,17,19,3.38,few clouds
392,George,ZA,-33.963,22.4617,62.15,72,20,11.5,few clouds
393,Zhigansk,RU,66.7697,123.3711,-35.3,100,37,2.19,scattered clouds
394,Aasiaat,GL,68.7098,-52.8699,34.61,86,100,32.08,overcast clouds
395,Sitka,US,57.0531,-135.33,34.45,89,100,7.74,light rain
396,Ahipara,NZ,-35.1667,173.1667,61.36,90,100,3.13,overcast clouds
397,Zabol,AF,32.25,67.25,55.69,29,2,7.74,clear sky
398,Santa Maria,BR,-29.6842,-53.8069,55.38,80,0,6.35,clear sky
399,Mangan,IN,27.5167,88.5333,70.25,61,28,7.25,scattered clouds
400,Nizhniy Kuranakh,RU,58.8353,125.4869,-7.46,96,100,2.53,overcast clouds
401,Churapcha,RU,62.0025,132.4325,-14.76,96,100,2.59,overcast clouds
402,Wellsford,NZ,-36.2833,174.5167,65.89,83,86,2.86,overcast clouds
403,Takaka,NZ,-40.85,172.8,64.38,83,34,0.87,scattered clouds
404,Puerto Ayacucho,VE,5.6639,-67.6236,73.18,96,100,3.47,heavy intensity rain
405,Saldanha,ZA,-33.0117,17.9442,66.25,68,49,18.16,scattered clouds
406,Naze,JP,28.3667,129.4833,63.52,53,6,8.1,clear sky
407,Kedrovyy,RU,56.1667,91.8167,27.01,93,100,11.95,light snow
408,Cabedelo,BR,-6.9811,-34.8339,75.87,80,39,7.7,scattered clouds
409,Sambava,MG,-14.2667,50.1667,82.72,62,18,6.8,few clouds
410,Berlevag,NO,70.8578,29.0864,22.8,79,75,8.05,snow
411,Sibolga,ID,1.7427,98.7792,85.32,62,100,4.63,overcast clouds
412,Santa Eulalia,PE,-11.85,-76.6833,37.0,74,100,1.54,overcast clouds
413,Necochea,AR,-38.5473,-58.7368,66.04,24,0,19.84,clear sky
414,Falun,SE,60.6036,15.626,39.61,85,100,1.86,overcast clouds
415,Marquette,US,46.5333,-87.6335,34.68,53,100,15.93,overcast clouds
416,Naples,IT,40.8333,14.25,58.57,75,0,7.0,clear sky
417,Matagami,CA,49.7502,-77.6328,18.25,85,88,10.71,overcast clouds
418,San Cristobal,VE,7.7669,-72.225,65.7,87,100,1.43,overcast clouds
419,Kurchum,KZ,48.5722,83.6542,33.69,100,100,4.9,light rain
420,Price,US,39.5994,-110.8107,31.41,58,0,9.51,clear sky
421,Rapar,IN,23.5667,70.6333,84.15,24,16,5.39,few clouds
422,Tecpatan,MX,17.1333,-93.3,61.23,95,35,1.19,scattered clouds
423,Voyvozh,RU,62.892,54.9635,9.9,97,98,6.64,overcast clouds
424,Lagodekhi,GE,41.8268,46.2767,56.3,49,11,4.5,few clouds
425,Coarnele Caprei,RO,47.3833,27.1,42.48,78,41,3.49,scattered clouds
426,Berezovyy,RU,51.6667,135.7,12.52,97,23,2.71,few clouds
427,Magdiwang,PH,12.491,122.5135,82.63,78,100,13.29,overcast clouds
428,Nguru,NG,12.8791,10.4526,77.83,18,56,10.33,broken clouds
429,Swan Hill,AU,-35.3378,143.5544,74.59,68,59,9.69,broken clouds
430,Mackay,AU,-21.15,149.2,83.68,73,100,12.68,overcast clouds
431,Inyonga,TZ,-6.7167,32.0667,83.88,44,19,3.0,few clouds
432,Tara,RU,56.8944,74.371,16.21,92,100,11.21,overcast clouds
433,Kaseda,JP,31.4167,130.3167,53.85,56,65,12.71,broken clouds
434,Praia Da Vitoria,PT,38.7333,-27.0667,66.76,96,100,26.26,overcast clouds
435,Terrace,CA,54.5163,-128.6035,38.43,97,98,2.21,light rain
436,Marzuq,YE,14.4,46.4667,74.75,18,96,6.02,overcast clouds
437,Villa Del Rosario,CO,7.8339,-72.4742,69.53,91,100,2.98,overcast clouds
438,Edson,CA,53.5835,-116.4356,0.39,100,71,1.01,broken clouds
439,Mae Sai,TH,20.4335,99.8762,78.04,71,92,2.75,overcast clouds
440,Sola,VU,-13.8833,167.55,80.33,72,100,19.28,overcast clouds
441,Dera Bugti,PK,29.0307,69.151,82.76,13,2,3.38,clear sky
442,Hopkinsville,US,36.8656,-87.4886,38.55,70,0,8.5,clear sky
443,Kristianstad,SE,56.0313,14.1524,46.78,97,90,1.99,overcast clouds
444,Meulaboh,ID,4.1363,96.1285,83.05,76,92,7.07,light rain
445,Zhezkazgan,KZ,47.8043,67.7144,39.45,91,99,15.17,overcast clouds
446,Noyakert,AM,39.8312,44.669,44.94,39,15,4.21,few clouds
447,The Pas,CA,53.8251,-101.2541,1.42,78,90,17.27,overcast clouds
448,Valparaiso,CL,-33.0393,-71.6273,59.47,82,100,12.37,overcast clouds
449,Namibe,AO,-15.1961,12.1522,73.27,60,1,4.27,clear sky
450,Moerai,PF,-22.4333,-151.3333,73.92,64,100,5.08,overcast clouds
451,Jumilla,ES,38.4792,-1.325,43.81,81,24,13.6,few clouds
452,Zonguldak,TR,41.25,31.8333,44.49,87,100,7.23,overcast clouds
453,Moose Factory,CA,51.2585,-80.6094,28.13,75,100,13.67,overcast clouds
454,Road Town,VG,18.4167,-64.6167,77.0,69,10,4.38,clear sky
455,Celestun,MX,20.8667,-90.4,70.93,74,0,9.84,clear sky
456,Paratebueno,CO,4.3758,-73.2155,70.86,97,100,3.2,overcast clouds
457,Kayerkan,RU,69.3497,87.7602,8.28,90,100,11.18,overcast clouds
458,Aitape,PG,-3.1374,142.3475,80.8,85,100,3.65,overcast clouds
459,Disna,BY,55.568,28.1971,32.59,92,98,14.56,overcast clouds
460,Talnakh,RU,69.4865,88.3972,8.02,92,100,9.57,overcast clouds
461,Ponta Delgada,PT,37.7333,-25.6667,68.5,94,75,12.66,broken clouds
462,Valsamata,GR,38.1667,20.6,44.17,76,10,6.82,clear sky
463,Malanje,AO,-9.5402,16.341,67.53,92,99,4.63,overcast clouds
464,Rabo De Peixe,PT,37.8,-25.5833,66.27,99,75,12.66,broken clouds
465,Neyyattinkara,IN,8.4,77.0833,84.06,74,100,2.1,moderate rain
466,Seoul,KR,37.5683,126.9778,49.44,53,58,9.28,broken clouds
467,Bad Durkheim,DE,49.4686,8.1664,39.67,92,6,2.95,clear sky
468,Cardedeu,ES,41.6398,2.3574,53.85,90,100,3.69,light rain
469,Pechenga,RU,69.5259,31.1703,23.86,96,100,5.7,snow
470,Richards Bay,ZA,-28.783,32.0377,71.55,51,4,19.39,clear sky
471,Mizque,BO,-17.941,-65.3402,62.76,87,100,1.66,overcast clouds
472,Lovozero,RU,68.005,35.0117,10.2,90,100,2.53,overcast clouds
473,Iralaya,HN,15.0,-83.2333,75.42,89,100,9.28,overcast clouds
474,Gonzaga,IT,44.9498,10.8209,40.5,75,1,1.72,clear sky
475,Marienburg,PL,54.0359,19.0266,44.26,88,97,13.29,overcast clouds
476,Urubicha,BO,-15.3833,-62.95,73.65,96,100,1.79,overcast clouds
477,Dergachi,RU,51.2328,48.7659,22.68,61,100,6.93,overcast clouds
478,Byron Bay,AU,-28.65,153.6167,75.15,91,100,11.01,moderate rain
479,Nara,JP,34.6851,135.8049,54.91,35,98,10.33,overcast clouds
480,Pandan,PH,14.0453,124.1694,81.45,85,100,14.29,overcast clouds
481,Haputale,LK,6.7681,80.9595,66.79,76,100,3.94,overcast clouds
482,Roma,US,43.2128,-75.4557,22.87,89,4,1.99,clear sky
483,Shupiyan,IN,33.7167,74.8333,53.42,23,16,3.96,few clouds
484,Skjervoy,NO,70.0311,20.9714,28.4,60,100,14.34,light snow
485,Mezen,RU,65.8522,44.24,18.03,96,100,6.33,overcast clouds
486,Taksimo,RU,56.3444,114.8794,-7.51,91,6,1.48,clear sky
487,Poronaysk,RU,49.2167,143.1167,31.1,83,100,4.81,light snow
488,Oussouye,SN,12.485,-16.5469,75.34,89,37,1.88,scattered clouds
489,Terra Santa,BR,-2.1042,-56.4869,76.84,78,99,2.15,overcast clouds
490,Guerrero Negro,MX,27.9769,-114.0611,63.39,85,5,9.22,clear sky
491,Meadow Lake,US,34.8014,-106.5436,49.57,59,100,4.99,overcast clouds
492,Wairoa,NZ,-39.0333,177.3667,58.55,65,8,1.99,clear sky
493,Mansa,IN,29.9833,75.3833,81.48,12,41,6.38,scattered clouds
494,Baldeogarh,IN,24.755,79.0681,81.07,20,11,1.54,few clouds
495,Lahad Datu,MY,5.0268,118.327,87.75,63,80,5.75,broken clouds
496,Quang Ngai,VN,15.1167,108.8,73.96,93,100,9.31,overcast clouds
497,Aksha,RU,50.2814,113.2867,17.92,79,100,1.28,overcast clouds
498,Paragominas,BR,-2.9667,-47.4833,71.28,98,97,1.7,overcast clouds
499,Matamoros,MX,25.5333,-103.25,63.1,55,10,1.59,clear sky
500,Cherskiy,RU,68.75,161.3,-23.55,95,100,4.72,overcast clouds
501,Aleksandrovskoye,RU,44.7142,43.0008,33.94,99,100,6.55,light snow
502,Coffs Harbour,AU,-30.3,153.1333,73.67,83,40,8.05,light rain
503,Tocopilla,CL,-22.092,-70.1979,63.01,69,100,2.53,overcast clouds
504,Antalaha,MG,-14.9003,50.2788,81.66,62,11,6.96,few clouds
505,Wasilla,US,61.5814,-149.4394,12.76,67,12,11.01,few clouds
506,Berestechko,UA,50.3605,25.1107,37.0,80,93,8.43,overcast clouds
507,Sanford,US,28.8006,-81.2731,56.98,84,0,1.99,clear sky
508,Crotone,IT,39.0851,17.1178,53.92,81,8,18.07,clear sky
509,Udachnyy,RU,66.4167,112.4,-14.12,88,97,8.01,overcast clouds
510,Nhulunbuy,AU,-12.2333,136.7667,90.21,55,75,13.8,broken clouds
511,Saint Pete Beach,US,27.7253,-82.7412,53.17,61,0,3.0,clear sky
512,Trairi,BR,-3.2778,-39.2689,80.8,73,98,10.85,overcast clouds
513,Gallup,US,35.5281,-108.7426,42.64,90,90,1.01,overcast clouds
514,Salalah,OM,17.0151,54.0924,91.49,24,0,11.5,clear sky
515,Sapa,PH,5.1544,120.3241,85.08,71,100,4.56,overcast clouds
516,Garden City,US,42.3256,-83.331,35.55,71,75,8.05,broken clouds
517,Jadu,LY,31.953,12.0261,57.07,62,91,3.83,overcast clouds
518,Ardakan,IR,32.31,54.0175,61.18,44,0,5.55,clear sky
519,Bathsheba,BB,13.2167,-59.5167,77.61,83,40,5.75,scattered clouds
520,Abong Mbang,CM,3.9833,13.1833,73.58,66,48,1.23,scattered clouds
521,Laguna,US,38.421,-121.4238,56.46,58,1,4.0,clear sky
522,Svetlaya,RU,46.5389,138.3297,23.13,64,100,8.46,overcast clouds
523,Gorontalo,ID,0.5412,123.0595,79.84,90,100,1.34,moderate rain
524,Aguie,NE,13.506,7.7786,76.98,20,26,7.07,scattered clouds
525,Concarneau,FR,47.875,-3.9225,41.79,86,0,11.05,clear sky
526,Tura,IN,25.5198,90.2201,76.6,30,0,3.6,clear sky
527,Barahona,DO,18.2085,-71.1008,75.2,87,100,4.41,overcast clouds
528,Sanmenxia,CN,34.7747,111.1814,56.44,25,0,10.67,clear sky
529,Nantucket,US,41.2835,-70.0995,33.96,59,1,17.27,clear sky
530,Eufaula,US,31.8913,-85.1455,36.43,43,0,3.38,clear sky
531,Colinas,BR,-6.0258,-44.2492,73.02,91,99,0.74,overcast clouds
532,Tahe,CN,52.3333,124.7333,13.44,79,81,7.05,broken clouds
533,Clarence Town,AU,-32.5833,151.7833,75.15,90,100,6.62,moderate rain
534,Dunedin,NZ,-45.8742,170.5036,56.48,84,100,8.01,overcast clouds
535,Tacuarembo,UY,-31.7333,-55.9833,49.3,82,0,5.66,clear sky
536,Ola,RU,59.5833,151.2833,7.14,75,23,18.25,few clouds
537,Truckee,US,39.328,-120.1833,36.52,50,1,0.0,clear sky
538,Rio De Janeiro,BR,-22.9028,-43.2075,71.91,78,0,6.91,clear sky
539,Korla,CN,41.7597,86.1469,36.95,39,0,7.05,clear sky
540,North Bend,US,43.4065,-124.2243,43.86,99,1,5.75,clear sky
541,Wisconsin Rapids,US,44.3836,-89.8174,40.55,59,1,10.36,clear sky
542,Xinglongshan,CN,43.9561,125.4661,15.73,77,5,10.29,clear sky
543,Tilichiki,RU,60.4667,166.1,1.45,93,96,8.25,overcast clouds
544,Mardin,TR,37.3131,40.7436,51.06,67,100,4.61,overcast clouds
545,Lima,PE,-12.0432,-77.0282,63.9,85,100,5.53,overcast clouds
546,Villa Carlos Paz,AR,-31.4241,-64.4978,70.39,81,2,1.99,clear sky
547,Ciudad Bolivar,VE,8.1222,-63.5497,76.39,86,68,7.49,broken clouds
548,Deputatskiy,RU,69.3,139.9,-25.87,95,86,4.92,overcast clouds
549,Gurupi,BR,-11.7292,-49.0686,71.53,88,94,3.98,overcast clouds
550,Ginda,IN,30.6945,78.4932,64.47,20,0,5.57,clear sky
551,La Libertad,EC,-2.2333,-80.9,68.72,85,100,7.83,overcast clouds
552,Sorong,ID,-0.8833,131.25,85.77,72,67,5.32,heavy intensity rain
553,Davila,PH,18.4726,120.5763,80.15,80,99,24.96,overcast clouds
554,Xianshuigu,CN,38.985,117.3828,53.6,28,0,2.24,clear sky
555,Kissidougou,GN,9.1848,-10.0999,65.77,67,8,1.19,clear sky
556,Carballo,ES,43.213,-8.691,53.55,86,96,10.92,overcast clouds
557,Saint-Georges,GD,12.0564,-61.7485,78.84,84,100,9.17,overcast clouds
558,Aketi,CD,2.7388,23.7833,81.14,53,10,3.11,clear sky
559,Kalangala,UG,-0.3089,32.225,70.95,62,28,7.25,scattered clouds
560,Nizhniy Tsasuchey,RU,50.5167,115.1333,10.11,68,34,5.41,scattered clouds
561,Iberia,US,29.9502,-91.7507,52.99,62,62,8.52,broken clouds
562,Sibu,MY,2.3,111.8167,85.44,79,45,4.12,scattered clouds
563,Caronport,CA,50.4501,-105.8179,13.55,84,100,13.96,overcast clouds
564,Eenhana,NA,-17.4667,16.3333,79.66,17,5,6.22,clear sky
565,Kulunda,RU,52.566,78.9385,26.02,83,90,13.53,overcast clouds
566,Boa Vista,BR,2.8197,-60.6733,78.78,83,0,2.3,clear sky
567,Comodoro Rivadavia,AR,-45.8667,-67.5,64.26,39,0,18.41,clear sky
568,Srednekolymsk,RU,67.45,153.6833,-13.77,96,100,1.16,overcast clouds
569,Shimonoseki,JP,33.95,130.95,59.29,53,66,14.9,broken clouds
570,San Jeronimo,PE,-11.9472,-75.2829,48.11,90,100,2.93,overcast clouds
571,Salinopolis,BR,-0.6136,-47.3561,79.32,86,84,9.55,broken clouds
572,Orocue,CO,4.7912,-71.3354,73.47,96,95,3.4,overcast clouds
573,Saint-Augustin,CA,51.226,-58.6502,41.85,98,100,16.28,overcast clouds
574,Koutiala,ML,12.3917,-5.4642,72.93,24,11,7.4,few clouds
575,Omboue,GA,-1.5746,9.2618,77.59,83,94,2.51,overcast clouds
576,Changping,CN,40.2186,116.2197,55.04,21,0,5.3,clear sky
577,Tsabong,BW,-26.0217,22.401,77.45,24,2,7.54,clear sky
578,Nuuk,GL,64.1835,-51.7216,34.41,100,90,51.79,moderate rain
579,Puerto Baquerizo Moreno,EC,-0.9,-89.6,68.97,81,78,9.28,broken clouds
580,Quatre Cocos,MU,-20.2078,57.7625,81.09,64,70,11.5,broken clouds
581,Aljezur,PT,37.3191,-8.8033,49.82,81,21,2.84,few clouds
582,Faya,SA,18.3851,42.4509,64.92,18,6,5.21,clear sky
583,Sindon,PH,17.0603,122.0151,73.72,97,100,1.07,overcast clouds
584,Camacupa,AO,-12.0167,17.4833,70.72,62,97,4.27,overcast clouds
585,Turki,RU,51.987,43.2731,22.95,75,8,5.14,clear sky
586,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,72.52,99,100,2.24,overcast clouds
587,Morehead,US,37.2711,-87.1764,36.14,64,1,0.0,clear sky
588,Samoded,RU,63.6083,40.5111,21.43,93,100,7.14,overcast clouds
589,San Vicente,AR,-26.6167,-54.1333,63.91,77,71,3.31,broken clouds
590,Mareeba,AU,-17.0,145.4333,83.44,67,100,10.13,overcast clouds
591,Kimbe,PG,-5.5502,150.1429,80.6,85,100,3.65,light rain
592,Sinjar,IQ,36.3209,41.8754,59.97,45,90,2.1,overcast clouds
593,Kahului,US,20.8947,-156.47,75.85,77,42,1.01,scattered clouds
594,Serra,BR,-20.1286,-40.3078,70.47,100,0,1.14,clear sky
595,Olinda,BR,-8.0089,-34.8553,78.1,79,35,7.14,scattered clouds
596,Kuching,MY,1.55,110.3333,84.42,74,40,8.05,scattered clouds
597,Sherpur,BD,25.0188,90.0175,81.45,33,0,4.21,clear sky
598,Komsomolskiy,UZ,40.4272,71.7189,52.52,37,100,2.3,haze
599,Basco,PH,20.4487,121.9702,77.49,76,98,25.72,overcast clouds
600,Fare,PF,-16.7,-151.0167,80.44,75,9,4.63,clear sky
601,Matara,LK,5.9485,80.5353,84.07,69,100,3.8,overcast clouds
602,Prnjavor,BA,44.8703,17.6628,34.86,87,22,1.86,few clouds
603,Biltine,TD,14.5333,20.9167,75.58,14,0,15.97,clear sky
604,Waynesville,US,35.4887,-82.9887,34.7,45,0,1.99,clear sky
605,Mayo,US,38.8876,-76.5119,35.94,59,1,4.0,clear sky
606,Westport,US,41.1415,-73.3579,33.55,66,1,5.01,clear sky
607,Lubao,PH,14.9167,120.55,90.14,58,41,16.26,scattered clouds
608,Duluth,US,46.7833,-92.1066,42.21,67,75,1.99,broken clouds
609,Bam,IR,29.106,58.357,69.76,34,1,9.89,clear sky
610,Shilovo,RU,54.3204,40.874,20.37,84,10,9.51,clear sky
611,Altar,MX,30.7,-111.8167,63.57,51,37,2.46,scattered clouds
612,Nakhon Si Thammarat,TH,8.25,100.0,76.87,92,100,5.64,light rain
613,Sinnamary,GF,5.3833,-52.95,78.1,87,54,8.05,broken clouds
614,Port-Gentil,GA,-0.7193,8.7815,78.37,81,100,7.0,overcast clouds
615,Orsk,RU,51.2049,58.5668,20.84,78,100,4.76,overcast clouds
616,Kisaran,ID,2.9845,99.6158,86.7,70,100,4.18,overcast clouds
617,Simoes,BR,-7.5989,-40.8178,77.04,69,75,2.98,broken clouds
618,San Quintin,MX,30.4833,-115.95,60.51,85,7,4.25,clear sky
619,Seymchan,RU,62.8833,152.4333,-31.2,100,64,0.25,broken clouds
620,Alabaster,US,33.2443,-86.8164,41.11,80,1,0.0,clear sky
621,Uniao,BR,-4.5858,-42.8642,77.02,89,80,1.99,broken clouds
622,Qasigiannguit,GL,68.8193,-51.1922,37.65,71,100,28.03,overcast clouds
623,Portland,US,45.5234,-122.6762,45.19,93,75,3.0,broken clouds
624,Namatanai,PG,-3.6667,152.4333,83.21,75,72,10.11,broken clouds
625,Kloulklubed,PW,7.0419,134.2556,86.5,77,96,18.97,overcast clouds
626,Kodinsk,RU,58.6881,99.1844,29.1,94,100,8.5,light snow
627,Konstantinovskiy,RU,57.8301,39.5899,19.11,84,63,9.04,broken clouds
628,Tabuk,PH,17.4189,121.4443,73.26,97,100,4.63,light rain
629,Abay,KZ,49.6311,72.8539,34.18,100,100,18.16,light rain
630,Ancud,CL,-41.8697,-73.8203,53.42,96,6,2.08,clear sky
631,College,US,64.8569,-147.8028,-7.94,73,20,5.75,few clouds
632,Magadan,RU,59.5667,150.8,6.53,75,6,22.95,clear sky
633,Amos,CA,48.5669,-78.1162,17.19,80,55,9.06,broken clouds
634,Gouyave,GD,12.1646,-61.7296,78.94,82,100,10.98,overcast clouds
635,Asau,RO,46.4333,26.4,40.75,88,97,3.06,overcast clouds
636,Port Hedland,AU,-20.3167,118.5667,95.05,34,96,14.97,overcast clouds
637,Arman,RU,59.7,150.1667,7.02,78,8,11.5,clear sky
638,Masallatah,LY,32.6167,14.0,64.87,69,100,8.19,overcast clouds
639,Dustlik,UZ,40.5247,68.0358,63.64,23,40,6.82,scattered clouds
640,Tuy Hoa,VN,13.0833,109.3,77.34,91,100,14.94,overcast clouds
641,Pangoa,PE,-12.1167,-73.0,67.8,99,100,2.51,overcast clouds
642,Tonantins,BR,-2.8731,-67.8022,72.97,99,100,1.52,overcast clouds
643,Ulaangom,MN,49.9811,92.0667,20.08,82,79,1.92,broken clouds
644,Pemangkat,ID,1.1667,108.9667,82.33,77,100,11.25,overcast clouds
645,Ayan,RU,56.45,138.1667,28.4,87,100,40.0,light snow
646,Broken Hill,AU,-31.95,141.4333,73.22,59,100,14.79,overcast clouds
647,Zachepylivka,UA,49.1939,35.2394,26.51,59,0,3.04,clear sky
648,Auka,HN,14.9333,-83.8333,71.28,98,100,3.94,overcast clouds
649,Andenes,NO,69.3143,16.1194,28.38,69,20,20.71,few clouds
650,Osakarovka,KZ,50.565,72.5692,31.41,97,100,12.19,light snow
651,Touho,NC,-20.7833,165.2333,76.89,81,100,9.35,moderate rain
652,Mishelevka,RU,52.8575,103.1719,26.11,84,100,6.87,overcast clouds
653,Kyabe,TD,9.4515,18.9449,81.73,23,5,6.91,clear sky
654,Pryluky,UA,50.5932,32.3876,27.37,62,49,5.37,scattered clouds
655,Zyryanka,RU,65.75,150.85,-17.72,94,100,4.21,overcast clouds
656,Lubango,AO,-14.9172,13.4925,70.41,39,25,1.41,scattered clouds
657,Turtas,RU,58.9417,69.1325,12.06,86,100,7.58,overcast clouds
658,Abu Kamal,SY,34.4506,40.9171,64.65,46,89,5.46,overcast clouds
659,Raahe,FI,64.6833,24.4833,29.01,78,100,20.47,overcast clouds
660,Yeppoon,AU,-23.1333,150.7333,82.18,73,100,11.32,overcast clouds
661,Dosso,NE,13.049,3.1937,76.77,23,1,7.81,clear sky
662,Robat Karim,IR,35.4846,51.0829,57.06,32,0,6.69,clear sky
663,Chitral,PK,35.8462,71.7858,53.87,32,50,2.35,scattered clouds
664,Bontang,ID,0.1333,117.5,83.32,78,75,1.59,moderate rain
665,Mbandaka,CD,0.0487,18.2603,74.41,92,94,0.87,overcast clouds
666,Warrnambool,AU,-38.3833,142.4833,62.62,80,100,10.4,overcast clouds
667,Malacacheta,BR,-17.8422,-42.0767,62.13,93,100,2.06,overcast clouds
668,Ballina,AU,-28.8667,153.5667,73.58,98,100,11.36,moderate rain
669,Ostrovnoy,RU,68.0531,39.5131,30.42,57,100,20.87,overcast clouds
670,Ampanihy,MG,-24.7,44.75,86.67,44,100,15.99,light rain
671,Port Augusta,AU,-32.5,137.7667,73.71,67,100,8.88,light rain
672,Toktogul,KG,41.8708,72.9402,50.58,53,56,0.36,broken clouds
673,Tecoanapa,MX,16.5167,-98.75,75.2,88,22,4.92,few clouds
674,Bereda,ES,43.2686,-7.5406,50.0,100,100,4.41,overcast clouds
675,Voh,NC,-20.9667,164.7,79.52,73,100,4.16,moderate rain
676,Carutapera,BR,-1.195,-46.02,77.45,86,82,5.46,broken clouds
677,Okhotsk,RU,59.3833,143.3,10.99,73,95,12.97,overcast clouds
678,Soddy-Daisy,US,35.2359,-85.1908,36.72,76,0,1.45,clear sky
679,Nurlat,RU,54.4277,50.8051,6.84,95,32,4.85,scattered clouds
680,Pangody,RU,65.85,74.4859,7.27,95,100,8.9,overcast clouds
681,Lukovetskiy,RU,64.2956,41.9211,15.78,95,100,4.72,overcast clouds
682,Shaunavon,CA,49.6501,-108.4181,12.4,83,100,14.9,overcast clouds
683,Yelets,RU,52.6237,38.5017,24.03,62,0,8.93,clear sky
684,Bela,IN,25.9333,81.9833,78.98,20,0,1.77,clear sky
685,Bulungu,CD,-4.55,18.6,74.03,85,99,1.59,overcast clouds
686,Fukue,JP,32.6881,128.8419,56.7,54,33,11.99,scattered clouds
687,Vanavara,RU,60.34,102.2797,25.07,94,100,10.16,light snow
688,Umm Kaddadah,SD,13.6017,26.6876,72.41,15,0,16.35,clear sky
689,Teguldet,RU,57.3064,88.1667,24.84,86,100,12.15,overcast clouds
690,Axim,GH,4.8699,-2.2405,79.56,81,47,3.87,scattered clouds
691,Ozernovskiy,RU,51.5,156.5167,38.62,89,100,10.09,overcast clouds
692,Mwinilunga,ZM,-11.7358,24.4293,67.77,85,100,1.63,overcast clouds
693,Sassandra,CI,4.95,-6.0833,78.37,87,82,3.38,broken clouds
694,Sakaiminato,JP,35.55,133.2333,54.75,54,100,21.77,overcast clouds
695,Maricka,BA,44.8686,16.8406,35.02,90,64,1.54,broken clouds
696,Hagere Selam,ET,6.4833,38.5167,61.34,44,14,1.77,few clouds
697,Pala,TD,9.3642,14.9046,81.59,22,2,5.44,clear sky
698,Peniche,PT,39.3558,-9.3811,54.63,80,21,15.59,few clouds
699,Cairns,AU,-16.9167,145.7667,88.07,76,57,6.91,broken clouds
700,Nelson Bay,AU,-32.7167,152.15,75.29,82,100,4.0,overcast clouds
